assignee,Integration Name,Support Level,Provider,Auth Class,Auth Detail,auth params set,script inputs,params required for test,generated manifest,wrote code,validations passed,unit tests passed,param parity test passes,requires auth parity test,auth parity test passes,code reviewed,code merged
,Microsoft Graph User,xsoar,Microsoft,"OAuth2AuthCode(auth_code, auth_id, certificate_thumbprint, enc_key, redirect_uri, tenant_id) | Plain(creds_auth_code, creds_auth_id, creds_certificate, creds_enc_key, creds_tenant_id, managed_identities_client_id, private_key) — CHOICE(OAuth2AuthCode, Plain)","{""auth_types"":[{""type"":""OAuth2AuthCode"",""name"":""auth_code""},{""type"":""OAuth2AuthCode"",""name"":""auth_id""},{""type"":""OAuth2AuthCode"",""name"":""certificate_thumbprint""},{""type"":""OAuth2AuthCode"",""name"":""enc_key""},{""type"":""OAuth2AuthCode"",""name"":""redirect_uri""},{""type"":""OAuth2AuthCode"",""name"":""tenant_id""},{""type"":""Plain"",""name"":""creds_auth_code""},{""type"":""Plain"",""name"":""creds_auth_id""},{""type"":""Plain"",""name"":""creds_certificate""},{""type"":""Plain"",""name"":""creds_enc_key""},{""type"":""Plain"",""name"":""creds_tenant_id""},{""type"":""Plain"",""name"":""managed_identities_client_id""},{""type"":""Plain"",""name"":""private_key""}],""config"":""CHOICE(OAuth2AuthCode, OAuth2ClientCreds, Plain)"",""params"":{""creds_auth_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""creds_tenant_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""creds_enc_key"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""auth_id"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""tenant_id"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""enc_key"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""creds_certificate"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""certificate_thumbprint"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""private_key"":{""type"":""Plain"",""xsoar_type"":14,""required"":false},""redirect_uri"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":0,""required"":false},""creds_auth_code"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""auth_code"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""managed_identities_client_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""Uses managed identity combined with OAuth flows""}",,,,,,,,,,,,
,Microsoft Intune Feed,xsoar,Microsoft,NoneRequired,"{""auth_types"":[],""config"":""NONE"",""params"":{},""notes"":null}",,,,,,,,,,,,
,Microsoft Management Activity API (O365 Azure Events),xsoar,Microsoft,"OAuth2AuthCode(auth_code, auth_id, certificate_thumbprint, enc_key, redirect_uri, refresh_token) | Plain(credentials_auth_code, credentials_auth_id, credentials_certificate_thumbprint, credentials_enc_key, credentials_refresh_token, managed_identities_client_id, private_key) — CHOICE(OAuth2AuthCode, Plain)","{""auth_types"":[{""type"":""OAuth2AuthCode"",""name"":""auth_code""},{""type"":""OAuth2AuthCode"",""name"":""auth_id""},{""type"":""OAuth2AuthCode"",""name"":""certificate_thumbprint""},{""type"":""OAuth2AuthCode"",""name"":""enc_key""},{""type"":""OAuth2AuthCode"",""name"":""redirect_uri""},{""type"":""OAuth2AuthCode"",""name"":""refresh_token""},{""type"":""Plain"",""name"":""credentials_auth_code""},{""type"":""Plain"",""name"":""credentials_auth_id""},{""type"":""Plain"",""name"":""credentials_certificate_thumbprint""},{""type"":""Plain"",""name"":""credentials_enc_key""},{""type"":""Plain"",""name"":""credentials_refresh_token""},{""type"":""Plain"",""name"":""managed_identities_client_id""},{""type"":""Plain"",""name"":""private_key""}],""config"":""CHOICE(OAuth2AuthCode, OAuth2ClientCreds, Plain)"",""params"":{""auth_id"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""credentials_auth_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""refresh_token"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""credentials_refresh_token"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""enc_key"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""credentials_enc_key"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""certificate_thumbprint"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""credentials_certificate_thumbprint"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""private_key"":{""type"":""Plain"",""xsoar_type"":14,""required"":false},""redirect_uri"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":0,""required"":false},""auth_code"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""credentials_auth_code"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""managed_identities_client_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""Uses managed identity combined with OAuth flows; Microsoft Graph/Azure integration with managed identity + OAuth""}",,,,,,,,,,,,
,Microsoft Teams,xsoar,Microsoft,"OAuth2AuthCode(redirect_uri) | Plain(auth_code_creds, bot_password, certificate, credentials, creds_certificate, key) — CHOICE(OAuth2AuthCode, Plain)","{""auth_types"":[{""type"":""OAuth2AuthCode"",""name"":""redirect_uri""},{""type"":""Plain"",""name"":""auth_code_creds""},{""type"":""Plain"",""name"":""bot_password""},{""type"":""Plain"",""name"":""certificate""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""creds_certificate""},{""type"":""Plain"",""name"":""key""}],""config"":""CHOICE(OAuth2AuthCode, OAuth2ClientCreds, OAuth2JWT, Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""bot_password"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""redirect_uri"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds"",""OAuth2JWT""],""xsoar_type"":0,""required"":false},""auth_code_creds"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""creds_certificate"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""certificate"":{""type"":""Plain"",""xsoar_type"":12,""required"":false},""key"":{""type"":""Plain"",""xsoar_type"":14,""required"":false}},""notes"":""Has 4 distinct auth mechanisms; Has auth_type selector with multiple OAuth options""}",,,,,,,,,,,,
,Microsoft Teams Management,xsoar,Microsoft,"OAuth2ClientCreds(app_id, tenant_id) | Plain(credentials, managed_identities_client_id) — CHOICE(OAuth2ClientCreds, Plain)","{""auth_types"":[{""type"":""OAuth2ClientCreds"",""name"":""app_id""},{""type"":""OAuth2ClientCreds"",""name"":""tenant_id""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""managed_identities_client_id""}],""config"":""CHOICE(OAuth2ClientCreds, Plain)"",""params"":{""app_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""tenant_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""managed_identities_client_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""Uses managed identity combined with OAuth flows; Uses OAuth Device Code flow which is not supported""}",,,,,,,,,,,,
,Microsoft Teams via Webhook,xsoar,Microsoft,NoneRequired,"{""auth_types"":[],""config"":""NONE"",""params"":{},""notes"":null}",,,,,,,,,,,,
,Microsoft_Graph_Files,xsoar,Microsoft,"OAuth2AuthCode(auth_id, certificate_thumbprint, enc_key, redirect_uri, tenant_id) | Plain(auth_code_creds, credentials_auth_id, credentials_certificate_thumbprint, credentials_enc_key, credentials_tenant_id, managed_identities_client_id, private_key) — CHOICE(OAuth2AuthCode, Plain)","{""auth_types"":[{""type"":""OAuth2AuthCode"",""name"":""auth_id""},{""type"":""OAuth2AuthCode"",""name"":""certificate_thumbprint""},{""type"":""OAuth2AuthCode"",""name"":""enc_key""},{""type"":""OAuth2AuthCode"",""name"":""redirect_uri""},{""type"":""OAuth2AuthCode"",""name"":""tenant_id""},{""type"":""Plain"",""name"":""auth_code_creds""},{""type"":""Plain"",""name"":""credentials_auth_id""},{""type"":""Plain"",""name"":""credentials_certificate_thumbprint""},{""type"":""Plain"",""name"":""credentials_enc_key""},{""type"":""Plain"",""name"":""credentials_tenant_id""},{""type"":""Plain"",""name"":""managed_identities_client_id""},{""type"":""Plain"",""name"":""private_key""}],""config"":""CHOICE(OAuth2AuthCode, OAuth2ClientCreds, Plain)"",""params"":{""auth_id"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""credentials_auth_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""tenant_id"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""credentials_tenant_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""enc_key"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""credentials_enc_key"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""redirect_uri"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":0,""required"":false},""auth_code_creds"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""certificate_thumbprint"":{""type"":[""OAuth2AuthCode"",""OAuth2ClientCreds""],""xsoar_type"":4,""required"":false},""credentials_certificate_thumbprint"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""private_key"":{""type"":""Plain"",""xsoar_type"":14,""required"":false},""managed_identities_client_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""Uses managed identity combined with OAuth flows""}",,,,,,,,,,,,
,MicrosoftCloudAppSecurity,xsoar,Microsoft,"OAuth2ClientCreds(app_id, tenant_id) | Plain(client_id, creds_token, token) — CHOICE(OAuth2ClientCreds, Plain)","{""auth_types"":[{""type"":""OAuth2ClientCreds"",""name"":""app_id""},{""type"":""OAuth2ClientCreds"",""name"":""tenant_id""},{""type"":""Plain"",""name"":""client_id""},{""type"":""Plain"",""name"":""creds_token""},{""type"":""Plain"",""name"":""token""}],""config"":""CHOICE(OAuth2ClientCreds, Plain)"",""params"":{""creds_token"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""token"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""app_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""tenant_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""client_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""Uses OAuth Device Code flow which is not supported""}",,,,,,,,,,,,
,MicrosoftDefenderThreatIntelligence,xsoar,Microsoft,"OAuth2ClientCreds(app_id, tenant_id) | Plain(credentials, creds_certificate, managed_identities_client_id) — CHOICE(OAuth2ClientCreds, Plain)","{""auth_types"":[{""type"":""OAuth2ClientCreds"",""name"":""app_id""},{""type"":""OAuth2ClientCreds"",""name"":""tenant_id""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""creds_certificate""},{""type"":""Plain"",""name"":""managed_identities_client_id""}],""config"":""CHOICE(OAuth2ClientCreds, Plain)"",""params"":{""app_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""tenant_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""creds_certificate"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""managed_identities_client_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""Uses managed identity combined with OAuth flows; Uses OAuth Device Code flow which is not supported""}",,,,,,,,,,,,
,MicrosoftGraphApplications,xsoar,Microsoft,"OAuth2ClientCreds(app_id, tenant_id) | Plain(credentials, managed_identities_client_id) — CHOICE(OAuth2ClientCreds, Plain)","{""auth_types"":[{""type"":""OAuth2ClientCreds"",""name"":""app_id""},{""type"":""OAuth2ClientCreds"",""name"":""tenant_id""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""managed_identities_client_id""}],""config"":""CHOICE(OAuth2ClientCreds, Plain)"",""params"":{""app_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""tenant_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""managed_identities_client_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""Uses managed identity combined with OAuth flows; Uses OAuth Device Code flow which is not supported""}",,,,,,,,,,,,
,MicrosoftGraphIdentityandAccess,xsoar,Microsoft,"OAuth2ClientCreds(app_id, tenant_id) | Plain(credentials, creds_certificate, managed_identities_client_id) — CHOICE(OAuth2ClientCreds, Plain)","{""auth_types"":[{""type"":""OAuth2ClientCreds"",""name"":""app_id""},{""type"":""OAuth2ClientCreds"",""name"":""tenant_id""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""creds_certificate""},{""type"":""Plain"",""name"":""managed_identities_client_id""}],""config"":""CHOICE(OAuth2ClientCreds, Plain)"",""params"":{""app_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""tenant_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""creds_certificate"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""managed_identities_client_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""Uses managed identity combined with OAuth flows; Uses OAuth Device Code flow which is not supported""}",,,,,,,,,,,,
,MicrosoftGraphMail,xsoar,Microsoft,"Plain(_auth_id, _tenant_id, auth_id, certificate_thumbprint, credentials, creds_auth_id, creds_certificate, creds_tenant_id, enc_key, managed_identities_client_id, private_key, tenant_id) — OPTIONAL(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""_auth_id""},{""type"":""Plain"",""name"":""_tenant_id""},{""type"":""Plain"",""name"":""auth_id""},{""type"":""Plain"",""name"":""certificate_thumbprint""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""creds_auth_id""},{""type"":""Plain"",""name"":""creds_certificate""},{""type"":""Plain"",""name"":""creds_tenant_id""},{""type"":""Plain"",""name"":""enc_key""},{""type"":""Plain"",""name"":""managed_identities_client_id""},{""type"":""Plain"",""name"":""private_key""},{""type"":""Plain"",""name"":""tenant_id""}],""config"":""OPTIONAL(Plain)"",""params"":{""creds_auth_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""creds_tenant_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""creds_certificate"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""certificate_thumbprint"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""private_key"":{""type"":""Plain"",""xsoar_type"":14,""required"":false},""managed_identities_client_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""_auth_id"":{""type"":""Plain"",""xsoar_type"":0,""required"":false},""_tenant_id"":{""type"":""Plain"",""xsoar_type"":0,""required"":false},""enc_key"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""auth_id"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""tenant_id"":{""type"":""Plain"",""xsoar_type"":4,""required"":false}},""notes"":""Uses managed identity""}",,,,,,,,,,,,
,MicrosoftPolicyAndComplianceAuditLog,xsoar,Microsoft,"Plain(app_id, certificate) — REQUIRED(Plain, Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""app_id""},{""type"":""Plain"",""name"":""certificate""}],""config"":""REQUIRED(Plain, Plain)"",""params"":{""certificate"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""app_id"":{""type"":""Plain"",""xsoar_type"":0,""required"":true}},""notes"":null}",,,,,,,,,,,,
,Mimecast Event Collector v2,xsoar,Permira,Plain(client_credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""client_credentials""}],""config"":""REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""client_credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,MimecastV2,xsoar,Permira,"APIKey(accessKey, appKey, secretKey) | OAuth2ClientCreds(appId, client_id) | Plain(appKey_creds, client_secret, credentials, password, secretKey_creds) — CHOICE(APIKey, OAuth2ClientCreds, Plain)","{""auth_types"":[{""type"":""APIKey"",""name"":""accessKey""},{""type"":""APIKey"",""name"":""appKey""},{""type"":""APIKey"",""name"":""secretKey""},{""type"":""OAuth2ClientCreds"",""name"":""appId""},{""type"":""OAuth2ClientCreds"",""name"":""client_id""},{""type"":""Plain"",""name"":""appKey_creds""},{""type"":""Plain"",""name"":""client_secret""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""password""},{""type"":""Plain"",""name"":""secretKey_creds""}],""config"":""CHOICE(APIKey, OAuth2ClientCreds, Plain)"",""params"":{""client_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""client_secret"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""appId"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""password"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""appKey_creds"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""appKey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false},""accessKey"":{""type"":""APIKey"",""xsoar_type"":0,""required"":false},""secretKey_creds"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""secretKey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false}},""notes"":null}",,,,,,,,,,,,
,MISP Feed,xsoar,OpenSource,"Plain(certificate, credentials) — REQUIRED(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""certificate""},{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""certificate"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,MISP V3,xsoar,Open Source,"Plain(certificate, credentials) — OPTIONAL(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""certificate""},{""type"":""Plain"",""name"":""credentials""}],""config"":""OPTIONAL(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""certificate"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,MITRE ATT&CK v2,xsoar,MITRE Corporation,NoneRequired,"{""auth_types"":[],""config"":""NONE"",""params"":{},""notes"":null}",,,,,,,,,,,,
,MobileIronCLOUD,partner,Ivanti,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
